username,cursornum,primary_id,x,y,z,polar_rad,azimuthal_rad,time
hoge,6,0,1377.9838,99.04021,-158.71721,0.0,0.0,17
hoge,6,1,414.29776,691.5123,-228.35103,2.7270262,1.1041149,17
hoge,6,2,522.02167,575.3795,-288.21463,4.6829047,1.4409922,17
hoge,6,3,699.38074,65.67844,-32.462494,1.7633301,3.7099967,17
hoge,6,4,1144.3706,93.65482,-246.31769,0.06008666,0.47914767,17
hoge,6,5,1330.7927,610.0145,-296.25586,4.350909,2.9522445,18
hoge,6,0,1377.9838,99.04021,-158.71721,0.0,0.0,34
hoge,6,1,414.29776,691.5123,-228.35103,2.7270262,1.1041149,34
hoge,6,2,522.02167,575.3795,-288.21463,4.6829047,1.4409922,34
hoge,6,3,699.38074,65.67844,-32.462494,1.7633301,3.7099967,34
hoge,6,4,1144.3706,93.65482,-246.31769,0.06008666,0.47914767,34
hoge,6,5,1330.7927,610.0145,-296.25586,4.350909,2.9522445,34
hoge,6,0,1377.9838,99.04021,-158.71721,0.0,0.0,49
hoge,6,1,414.29776,691.5123,-228.35103,2.7270262,1.1041149,49
hoge,6,2,522.02167,575.3795,-288.21463,4.6829047,1.4409922,50
hoge,6,3,699.38074,65.67844,-32.462494,1.7633301,3.7099967,50
hoge,6,4,1144.3706,93.65482,-246.31769,0.06008666,0.47914767,50
hoge,6,5,1330.7927,610.0145,-296.25586,4.350909,2.9522445,50
hoge,6,0,1377.9838,99.04021,-158.71721,0.0,0.0,67
hoge,6,1,414.29776,691.5123,-228.35103,2.7270262,1.1041149,68
hoge,6,2,522.02167,575.3795,-288.21463,4.6829047,1.4409922,68
hoge,6,3,699.38074,65.67844,-32.462494,1.7633301,3.7099967,68
hoge,6,4,1144.3706,93.65482,-246.31769,0.06008666,0.47914767,68
hoge,6,5,1330.7927,610.0145,-296.25586,4.350909,2.9522445,68
hoge,6,0,1377.9838,99.04021,-158.71721,0.0,0.0,82
hoge,6,1,414.29776,691.5123,-228.35103,2.7270262,1.1041149,82
hoge,6,2,522.02167,575.3795,-288.21463,4.6829047,1.4409922,83
hoge,6,3,699.38074,65.67844,-32.462494,1.7633301,3.7099967,83
hoge,6,4,1144.3706,93.65482,-246.31769,0.06008666,0.47914767,83
hoge,6,5,1330.7927,610.0145,-296.25586,4.350909,2.9522445,83
hoge,6,0,1377.9838,99.04021,-158.71721,0.0,0.0,99
hoge,6,1,414.29776,691.5123,-228.35103,2.7270262,1.1041149,99
hoge,6,2,522.02167,575.3795,-288.21463,4.6829047,1.4409922,99
hoge,6,3,699.38074,65.67844,-32.462494,1.7633301,3.7099967,99
hoge,6,4,1144.3706,93.65482,-246.31769,0.06008666,0.47914767,99
hoge,6,5,1330.7927,610.0145,-296.25586,4.350909,2.9522445,100
hoge,6,0,1377.9838,99.04021,-158.71721,0.0,0.0,115
hoge,6,1,414.29776,691.5123,-228.35103,2.7270262,1.1041149,116
hoge,6,2,522.02167,575.3795,-288.21463,4.6829047,1.4409922,116
hoge,6,3,699.38074,65.67844,-32.462494,1.7633301,3.7099967,116
hoge,6,4,1144.3706,93.65482,-246.31769,0.06008666,0.47914767,116
hoge,6,5,1330.7927,610.0145,-296.25586,4.350909,2.9522445,117
hoge,6,0,1377.9838,99.04021,-158.71721,0.0,0.0,132
hoge,6,1,414.29776,691.5123,-228.35103,2.7270262,1.1041149,132
hoge,6,2,522.02167,575.3795,-288.21463,4.6829047,1.4409922,132
hoge,6,3,699.38074,65.67844,-32.462494,1.7633301,3.7099967,132
hoge,6,4,1144.3706,93.65482,-246.31769,0.06008666,0.47914767,132
hoge,6,5,1330.7927,610.0145,-296.25586,4.350909,2.9522445,133
